relative_path,filename,extension,size_mb,folder_depth,parent_folder,suspected_placeholder
Фотография/Zeyigarnik_A._Mifologiya_Kompozicii_V_F.a4.pdf,Zeyigarnik_A._Mifologiya_Kompozicii_V_F.a4.pdf,.pdf,5.05,1,Фотография,no
Фотография/Zholudev_N._Kompoziciya_v_fotografii.pdf,Zholudev_N._Kompoziciya_v_fotografii.pdf,.pdf,60.95,1,Фотография,no
Фотография/А. И. Лапин. Плоскость и пространство или Жизнь квадратом (психология). 2005.pdf,А. И. Лапин. Плоскость и пространство или Жизнь квадратом (психология). 2005.pdf,.pdf,6.73,1,Фотография,no
Фотография/Антон Вершовский. Стрит-фотография открытие полоскости. 2011.pdf,Антон Вершовский. Стрит-фотография открытие полоскости. 2011.pdf,.pdf,8.61,1,Фотография,no
Фотография/Б. В. Раушенбах. Общая теория перспективы. 1986.pdf,Б. В. Раушенбах. Общая теория перспективы. 1986.pdf,.pdf,13.37,1,Фотография,no
Фотография/Джон Фримэн. Фотография. Новое полное руководство по фотосъемке. 2006.pdf,Джон Фримэн. Фотография. Новое полное руководство по фотосъемке. 2006.pdf,.pdf,48.99,1,Фотография,no
Фотография/Дон Марр. Секреты фотосьемки в простых примерах. 2007.pdf,Дон Марр. Секреты фотосьемки в простых примерах. 2007.pdf,.pdf,15.69,1,Фотография,no
Фотография/Дэн Маргулис. Photoshop для профессионалов. Классическое руководство по цветокоррекции. 5-е издание.pdf,Дэн Маргулис. Photoshop для профессионалов. Классическое руководство по цветокоррекции. 5-е издание.pdf,.pdf,17.48,1,Фотография,no
Фотография/Картье-Брессон Анри . Решающий момент.pdf,Картье-Брессон Анри . Решающий момент.pdf,.pdf,0.41,1,Фотография,no
"Фотография/Л.П. Дыко, А.Д. Головня. Фотокомпозиция. 1962.pdf","Л.П. Дыко, А.Д. Головня. Фотокомпозиция. 1962.pdf",.pdf,22.23,1,Фотография,no
Фотография/Л.П. Дыко. Беседы о фотомастерстве. 2-е издание. 1977.pdf,Л.П. Дыко. Беседы о фотомастерстве. 2-е издание. 1977.pdf,.pdf,5.28,1,Фотография,no
Фотография/Л.П. Дыко. Основы композиции в фотографии. 2-е издание. 1989.pdf,Л.П. Дыко. Основы композиции в фотографии. 2-е издание. 1989.pdf,.pdf,3.33,1,Фотография,no
Фотография/Ли Фрост. Ночная и вечерняя фотосъемка. 2007.pdf,Ли Фрост. Ночная и вечерняя фотосъемка. 2007.pdf,.pdf,9.97,1,Фотография,no
Фотография/Ли Фрост. Творческая фотография. 2003.pdf,Ли Фрост. Творческая фотография. 2003.pdf,.pdf,11.47,1,Фотография,no
Фотография/Ли Фрост. Фото на продажу. Пособие для фотографов-фрилансеров. Практическое руководство. 2004.pdf,Ли Фрост. Фото на продажу. Пособие для фотографов-фрилансеров. Практическое руководство. 2004.pdf,.pdf,19.45,1,Фотография,no
Фотография/Ли Фрост. Черно-белая фотография. Простые способы получения художественных снимков. 2004.pdf,Ли Фрост. Черно-белая фотография. Простые способы получения художественных снимков. 2004.pdf,.pdf,19.69,1,Фотография,no
Фотография/Понятие фотокомпозиции-статья_фотокто.pdf,Понятие фотокомпозиции-статья_фотокто.pdf,.pdf,1.5,1,Фотография,no
Фотография/Скотт Келби. Цифровая фотография. Том 1. 2011.pdf,Скотт Келби. Цифровая фотография. Том 1. 2011.pdf,.pdf,60.93,1,Фотография,no
Фотография/Скотт Келби. Цифровая фотография. Том 2. 2011.pdf,Скотт Келби. Цифровая фотография. Том 2. 2011.pdf,.pdf,57.56,1,Фотография,no
Фотография/Скотт Келби. Цифровая фотография. Том 3. 2011.pdf,Скотт Келби. Цифровая фотография. Том 3. 2011.pdf,.pdf,16.3,1,Фотография,no
Фотография/Фельдман_Курский.pdf,Фельдман_Курский.pdf,.pdf,8.22,1,Фотография,no
"Фотография/Фил Хантер, Стивен Бивер, Пол Фукуа. Освещение в фотографии. Библия света. 4-е издание. 2014.pdf","Фил Хантер, Стивен Бивер, Пол Фукуа. Освещение в фотографии. Библия света. 4-е издание. 2014.pdf",.pdf,33.67,1,Фотография,no
Фотография/Чеклист по ошибкам частотного.pdf,Чеклист по ошибкам частотного.pdf,.pdf,0.4,1,Фотография,no
